city_file_number,permit_type,permit_class,status,description_of_development,address,legal_description,neighbourhood_id,neighbourhood,ward,bia,land_parcel_count,latitude,longitude,location,geometry_point,neighbourhood_classification,zoning,permit_date
431228836-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-Premises Sign(s)  (OPTIMIZE PHYSIOTHERAPY),18546 - 104 AVENUE NW,Plan 0626825 Blk 1 Lot 9,4530,SUNWAPTA INDUSTRIAL,Nakota Isga Ward,,3,53.547546179858394,-113.6433224574751,,"{'type': 'Point', 'coordinates': [-113.6433224574751, 53.547546179858394]}",,IB,2022-05-05T00:00:00.000
428876712-002,Major Development Permit,Discretionary Development,Approved,To Construct Exterior Alterations to an Extended Medical Treatment Service Building (Rooftop Mechanical Unit Screening Expansion),10230 - 111 AVENUE NW,Plan 9720909 Blk 2,1230,SPRUCE AVENUE,O-day'min Ward,Kingsway,3,53.5599810799924,-113.4983132597949,,"{'type': 'Point', 'coordinates': [-113.4983132597949, 53.5599810799924]}",Redeveloping,DC2,2022-05-03T00:00:00.000
431048373-002,Sign Permit,Permitted Development,Approved,To install (2) Fascia On-Premises Signs (HERITAGE VALLEY ANIMAL HOSPITAL),735 - DANIELS WAY SW,Plan 2121567 Blk 18 Lot 4,5463,DESROCHERS AREA,Ipiihkoohkanipiaohtsi Ward,,3,53.40074388738519,-113.54231887415861,,"{'type': 'Point', 'coordinates': [-113.54231887415861, 53.40074388738519]}",,CB1,2022-04-29T00:00:00.000
429376457-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-Premises Sign (OXFORD ANIMAL HOSPITAL).,15168 - 127 STREET NW,Plan 0625614 Blk 16 Lot 5,3150,CUMBERLAND,Anirniq Ward,,3,53.6148709786563,-113.54276154071894,,"{'type': 'Point', 'coordinates': [-113.54276154071894, 53.6148709786563]}",,CSC,2022-04-28T00:00:00.000
429847938-002,Sign Permit,Permitted Development,Approved,To install (4) Fascia On-Premises Signs (360 SQUARE PHARMACY AND MEDICAL CLINIC).,13202 - 118 AVENUE NW,"Plan 1464KS Blk 1 Lots 54,55U,56U,57U,58U",3170,DOVERCOURT,Anirniq Ward,The Crossroads,3,53.57105146256128,-113.55079941084928,,"{'type': 'Point', 'coordinates': [-113.55079941084928, 53.57105146256128]}",,CSC,2022-04-28T00:00:00.000
426401944-002,Major Development Permit,Permitted Development,Approved,To change the use from General Retail Store to Health Service and to construct interior alterations (physiotherapy clinic),722 - TAMARACK WAY NW,Plan 1420502 Blk 13 Lot 3,6443,TAMARACK,Sspomitapi Ward,,3,53.477512338839055,-113.36616806287478,,"{'type': 'Point', 'coordinates': [-113.36616806287478, 53.477512338839055]}",Developing,DC1,2022-04-22T00:00:00.000
428333660-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-Premises Sign (ELLERSLIE PHARMACY).,"142, 9080 - 25 AVENUE SW",Plan 1125456 Blk 56 Lot 7,6213,SUMMERSIDE,Karhiio Ward,,3,53.41073587402911,-113.48159321611217,,"{'type': 'Point', 'coordinates': [-113.48159321611217, 53.41073587402911]}",,CB1,2022-04-14T00:00:00.000
427796541-002,Major Development Permit,Permitted Development,Approved,"To change the use from General Industrial use to an Animal Hospital and Shelter with Accessory General Retail Store (Dog daycare and boarding, including sales of dog toys and accessories), and to construct interior alterations",9619 - 63 AVENUE NW,Plan 6228HW Blk 4 Lot 8,6650,ROSEDALE INDUSTRIAL,papastew Ward,,3,53.499387338869326,-113.47747129972987,,"{'type': 'Point', 'coordinates': [-113.47747129972987, 53.499387338869326]}",Industrial,IM,2022-04-12T00:00:00.000
428287141-002,Sign Permit,Permitted Development,Approved,To install (3) Fascia On-Premises Signs (PROCARE PHARMACY & CLINIC),8906 - 149 STREET NW,Plan 9621254 Blk 2 Lot 25,4230,JASPER PARK,sipiwiyiniwak Ward,,3,53.521434130337724,-113.57850025072378,,"{'type': 'Point', 'coordinates': [-113.57850025072378, 53.521434130337724]}",,DC2,2022-04-11T00:00:00.000
428257783-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (A.K. MADAN PROF. DENTAL CORPORATION O/A 97 DENTAL),12914 - 97 STREET NW,Plan 5361RS Blk 11 Lot 2A,3260,LAUDERDALE,Anirniq Ward,,3,53.58807130895067,-113.49260932981547,,"{'type': 'Point', 'coordinates': [-113.49260932981547, 53.58807130895067]}",,CB2,2022-04-07T00:00:00.000
428701376-002,Major Development Permit,Permitted Development,Approved,To Construct Exterior Alterations to a General Retail Store (Site Layout Revisions) and to Operate an Indoor Participant Recreation Service (Fitness Centre) and Health Service (Medical Clinic),6110 - CURRENTS DRIVE NW,Plan 1124080 Blk 14 Lot 21,5505,AMBLESIDE,pihêsiwin Ward,,3,53.437265867194625,-113.60135856347694,,"{'type': 'Point', 'coordinates': [-113.60135856347694, 53.437265867194625]}",Developing,ASC,2022-04-04T00:00:00.000
427967195-002,Major Development Permit,Permitted Development,Approved,To change the use from Veterinary Service to Health Service and to construct interior alterations (physiotherapy clinic),17248 - 95 AVENUE NW,Plan 9023262 Blk 2 Lot 13,4540,TERRA LOSA,Nakota Isga Ward,,3,53.53198715126864,-113.62012099970443,,"{'type': 'Point', 'coordinates': [-113.62012099970443, 53.53198715126864]}",Redeveloping,DC2,2022-03-30T00:00:00.000
426828426-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-Premises Sign (PURECARE PHARMACY).,11516 - JASPER AVENUE NW,Plan B3 Blk 15 Lot 79,1151,WÎHKWÊNTÔWIN,O-day'min Ward,,3,53.54128183320575,-113.52001399334021,,"{'type': 'Point', 'coordinates': [-113.52001399334021, 53.54128183320575]}",,DC2,2022-03-23T00:00:00.000
423526070-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (DESROCHERS DENTAL),719 - DANIELS WAY SW,Plan 2121567 Blk 18 Lot 4,5463,DESROCHERS AREA,Ipiihkoohkanipiaohtsi Ward,,3,53.40074388738519,-113.54231887415861,,"{'type': 'Point', 'coordinates': [-113.54231887415861, 53.40074388738519]}",,CB1,2022-03-23T00:00:00.000
425858163-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (SPAY & NEUTER CLINIC),13717 - MANNING DRIVE NW,Plan 0122444 Lot 7A,2145,CLAREVIEW TOWN CENTRE,Dene Ward,,3,53.598941633630304,-113.41880038664415,,"{'type': 'Point', 'coordinates': [-113.41880038664415, 53.598941633630304]}",,CB2,2022-03-17T00:00:00.000
425390613-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Signs (PEOPLE'S PHARMACY),723 - DANIELS WAY SW,Plan 2121567 Blk 18 Lot 4,5463,DESROCHERS AREA,Ipiihkoohkanipiaohtsi Ward,,3,53.40074388738519,-113.54231887415861,,"{'type': 'Point', 'coordinates': [-113.54231887415861, 53.40074388738519]}",,CB2,2022-03-17T00:00:00.000
425470970-002,Major Development Permit,Not Available,Approved,To change the use from General Retail Store to a Health Service with a Convenience Retail Store (medical clinic with pharmacy) to construct interior alterations,11408 - JASPER AVENUE NW,Plan B3 Blk 14 Lots 78-79,1151,WÎHKWÊNTÔWIN,O-day'min Ward,,3,53.54128144268812,-113.51805500035206,,"{'type': 'Point', 'coordinates': [-113.51805500035206, 53.54128144268812]}",Redeveloping,MU,2022-03-08T00:00:00.000
422921008-002,Major Development Permit,Permitted Development,Approved,"To construct additions to an Animal Hospital and Shelter building, and construct interior and exterior alterations (VCA Canada Guardian).",5620 - 99 STREET NW,Plan 6712KS Blk 14 Lot 1,6100,CORONET INDUSTRIAL,papastew Ward,,3,53.49215887271248,-113.4872012065627,,"{'type': 'Point', 'coordinates': [-113.4872012065627, 53.49215887271248]}",Industrial,IM,2022-03-08T00:00:00.000
425157927-002,Major Development Permit,Permitted Development,Approved,"To change the use from Business Support Service to Commercial School (first aid and safety courses, and health care professional training)","103, 11729 - 105 AVENUE NW",Plan 7920318 Blk 17 Lot 116A,1180,QUEEN MARY PARK,O-day'min Ward,North Edge,3,53.54796851484748,-113.5250198721775,,"{'type': 'Point', 'coordinates': [-113.5250198721775, 53.54796851484748]}",Redeveloping,DC2,2022-03-04T00:00:00.000
423271987-002,Sign Permit,Permitted Development,Approved,To install (5) Fascia On-Premises Signs ((2)FRESHCO | Lowering Food Prices | WE PRICE MATCH | Pharmacy),15007 - STONY PLAIN ROAD NW,Plan 9022090 Blk 61 Lot 5,4580,WEST JASPER PLACE,Nakota Isga Ward,Stony Plain Road and Area,3,53.53972288775286,-113.58024563874835,,"{'type': 'Point', 'coordinates': [-113.58024563874835, 53.53972288775286]}",,DC2,2022-02-25T00:00:00.000
422900333-002,Sign Permit,Permitted Development,Approved,To install (4) Fascia On-Premises Signs (3 window signs) (METTRA PHARMACY).,"102, 17327 - 69 AVENUE NW",Condo Common Area (Plan 8323220),4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,,3,53.50219500983569,-113.62318863668256,,"{'type': 'Point', 'coordinates': [-113.62318863668256, 53.50219500983569]}",,RA8,2022-02-22T00:00:00.000
420149451-002,Sign Permit,Permitted Development,Approved,To install (10) Fascia On-Premises Signs (WALMART SUPERCENTRE | SAVE MONEY LIVE BETTER | PICKUP | PHARMACY),1 - KINGSWAY GARDEN MALL NW,Plan 1620578 Blk 7 Lot 277,1230,SPRUCE AVENUE,O-day'min Ward,Kingsway,3,53.56234036504236,-113.50561534677433,,"{'type': 'Point', 'coordinates': [-113.50561534677433, 53.56234036504236]}",,CSC,2022-02-08T00:00:00.000
422157941-002,Major Development Permit,Discretionary Development,Approved,"To Change the Use from a Professional, Financial and Office Support Service  to a Personal Service Shop (Laser Clinic)",16948 - 111 AVENUE NW,Condo Common Area (Plan 9724094),4600,WEST SHEFFIELD INDUSTRIAL,Nakota Isga Ward,,3,53.56006652569514,-113.61406002918241,,"{'type': 'Point', 'coordinates': [-113.61406002918241, 53.56006652569514]}",Industrial,BE,2022-02-07T00:00:00.000
421786776-002,Major Development Permit,Discretionary Development,Approved,To Change the Use from a Pawn Store to a General Retail Store (Pharmacy),13328 - 114 AVENUE NW,Plan 1623280 Unit 3,3450,WOODCROFT,Anirniq Ward,The Crossroads,3,53.56482091515289,-113.55248788177065,,"{'type': 'Point', 'coordinates': [-113.55248788177065, 53.56482091515289]}",Redeveloping,RL,2022-02-02T00:00:00.000
420995074-002,Major Development Permit,Permitted Development,Approved,To change the use from General Industrial Use to Personal Service Shop (cosmetic tattoo clinic and eyelash studio),10569 - 111 STREET NW,Plan B4 Blk 10 Lots 164-165,1180,QUEEN MARY PARK,O-day'min Ward,North Edge,3,53.54916463401746,-113.51158398862695,,"{'type': 'Point', 'coordinates': [-113.51158398862695, 53.54916463401746]}",Redeveloping,DC,2022-02-02T00:00:00.000
419932787-002,Major Development Permit,Discretionary Development,Approved,To construct exterior alterations to a Extended Medical Treatment Facility site (47.55 m2 bicycle shelter),10508 - 111 AVENUE NW,Plan 1921467 Blk 1 Lots 1;Plan 9720909 Blks 2,1230,SPRUCE AVENUE,O-day'min Ward,Kingsway,3,53.5601862404894,-113.50174896343603,,"{'type': 'Point', 'coordinates': [-113.50174896343603, 53.5601862404894]}",Redeveloping,DC2,2022-02-02T00:00:00.000
420894610-002,Sign Permit,Permitted Development,Approved,"To install (1) Fascia On-Premises Sign (IGOROT MASSAGE CLINIC, HAIR SALON & BARBER SHOP).",13710 - CASTLE DOWNS ROAD NW,Plan 7721921 Blk C Lot 1,3090,CARLISLE,Anirniq Ward,,3,53.60015547979711,-113.51757979684359,,"{'type': 'Point', 'coordinates': [-113.51757979684359, 53.60015547979711]}",,CSC,2022-01-27T00:00:00.000
408119310-002,Major Development Permit,Discretionary Development,Approved,"To change the Use of an existing Professional, Financial, and Office Support Service to a Health Services (dental laboratory) Use, and to construct exterior and interior alterations.",8210 - 108 STREET NW,Plan N4000R Blk 170 Lot 30,5200,GARNEAU,papastew Ward,,3,53.51881863471861,-113.50956949982005,,"{'type': 'Point', 'coordinates': [-113.50956949982005, 53.51881863471861]}",Redeveloping,RM,2022-01-18T00:00:00.000
406117382-002,Major Development Permit,Discretionary Development,Approved,"To construct a three storey Health Services and General Retail Store Use building with two levels of underground parkade, and construct exterior alterations (new drive aisles and expansion to the existing west parking lot (Urban Wellness Village Community Health Centre).",7319 - 29 AVENUE NW,Plan 2420878 Blk 7 Lot 4B,6340,KAMEYOSEK,Karhiio Ward,,4,53.45925503,-113.444931141,,"{'type': 'Point', 'coordinates': [-113.444931141, 53.45925503]}",Redeveloping,DC2,2022-01-17T00:00:00.000
418580389-002,Sign Permit,Permitted Development,Approved,To install (2) Fascia On-premises Signs (DESROCHERS VILLAGE PHARMACY).,819 - DANIELS WAY SW,Plan 1822012 Blk 4 Lot 175,5463,DESROCHERS AREA,Ipiihkoohkanipiaohtsi Ward,,3,53.39872774862852,-113.54230451339616,,"{'type': 'Point', 'coordinates': [-113.54230451339616, 53.39872774862852]}",,DC1,2022-01-12T00:00:00.000
418537195-002,Major Development Permit,Permitted Development,Approved,To Change the Use from a Health Service to a General Retail Store (Pharmacy),11516 - JASPER AVENUE NW,Plan B3 Blk 15 Lot 79,1151,WÎHKWÊNTÔWIN,O-day'min Ward,,3,53.54128183320575,-113.52001399334021,,"{'type': 'Point', 'coordinates': [-113.52001399334021, 53.54128183320575]}",Redeveloping,MU,2022-01-05T00:00:00.000
418565476-002,Major Development Permit,Discretionary Development,Approved,"To Change the Use from a Professional, Financial and Office Support Service to a Health Service (Psychology Clinic)",4220 - 97 STREET NW,Plan 0724415 Blk 6 Lot 11,6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,,3,53.479471227543456,-113.48089049324338,,"{'type': 'Point', 'coordinates': [-113.48089049324338, 53.479471227543456]}",Industrial,BE,2022-01-05T00:00:00.000
409463673-002,Sign Permit,Not Available,Approved,To install (12) Widow (Fascia On-Premises) Signs (HEALTH ELITE PHARMACY & CLINIC),13008 - 82 STREET NW,Plan 4651KS Blk 24 Lots 35-39,2420,KILLARNEY,tastawiyiniwak Ward,,3,53.58957618022515,-113.46783989275369,,"{'type': 'Point', 'coordinates': [-113.46783989275369, 53.58957618022515]}",,,2021-12-21T00:00:00.000
417054617-002,Major Development Permit,Discretionary Development,Approved,To Change the Use from a General Retail Store to a Veterinary Service,15168 - 127 STREET NW,Plan 0625614 Blk 16 Lot 5,3150,CUMBERLAND,Anirniq Ward,,3,53.6148709786563,-113.54276154071894,,"{'type': 'Point', 'coordinates': [-113.54276154071894, 53.6148709786563]}",Developing,CG,2021-12-14T00:00:00.000
415233027-002,Sign Permit,Permitted Development,Approved,To install (3) Fascia On-Premises Signs (Reference CSDP: 282017670-002)  (LAUDERDALE OPTOMETRY | EYE CRU OPTICIANS).,12970 - 97 STREET NW,Plan 1424543 Blk 11 Lot 7,3260,LAUDERDALE,Anirniq Ward,,3,53.589167265386436,-113.49257365018087,,"{'type': 'Point', 'coordinates': [-113.49257365018087, 53.589167265386436]}",,CSC,2021-12-13T00:00:00.000
416633821-002,Sign Permit,Not Available,Approved,To install (2) Fascia On-Premises Signs (ACE MEDICAL CLINIC & PHARMACY),2747 - 182 STREET SW,Plan 1923234 Blk 15 Lot 1,5574,KESWICK,pihêsiwin Ward,,3,53.4110399052077,-113.63571713755157,,"{'type': 'Point', 'coordinates': [-113.63571713755157, 53.4110399052077]}",,DC2,2021-12-08T00:00:00.000
416760986-002,Major Development Permit,Discretionary Development,Approved,To Operate an Accessory Health Service (Physiotherapy) to an Indoor Participant Recreation Service (Royal Glenora Club),11160 - RIVER VALLEY ROAD NW,"Plan 445MC Blks B,C",1200,RIVER VALLEY VICTORIA,O-day'min Ward,,3,53.53307697952236,-113.51425320848284,,"{'type': 'Point', 'coordinates': [-113.51425320848284, 53.53307697952236]}",River Valley,A,2021-12-07T00:00:00.000
416389929-002,Major Development Permit,Permitted Development,Approved,"To change the Use from a Professional, Financial, and Office Support Service to a Health Service (Dental Office).",14620 - STONY PLAIN ROAD NW,Plan 9323194 Blk 7A Lot 35A,3210,GROVENOR,Nakota Isga Ward,Stony Plain Road and Area,3,53.542309131199815,-113.57356218367266,,"{'type': 'Point', 'coordinates': [-113.57356218367266, 53.542309131199815]}",Redeveloping,DC2,2021-12-01T00:00:00.000
408865157-002,Sign Permit,Discretionary Development,Approved,To install (2) Fascia On-Premises Sign (STADIUM DENTAL).,8104 - 112 AVENUE NW,Plan 9924817 Blk 1 Lot 1,1070,CROMDALE,Métis Ward,,3,53.5620421394496,-113.4662842370818,,"{'type': 'Point', 'coordinates': [-113.4662842370818, 53.5620421394496]}",,DC2,2021-12-01T00:00:00.000
416224965-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-Premises Sign (WESTSIDE CHILDREN'S AND SPORT PHYSIOTHERAPY).,10607 - 172 STREET NW,Plan 0426838 Blk 3 Lot 2A,4300,MCNAMARA INDUSTRIAL,Nakota Isga Ward,,3,53.55146821430912,-113.61668735592613,,"{'type': 'Point', 'coordinates': [-113.61668735592613, 53.55146821430912]}",,CB2,2021-12-01T00:00:00.000
410732577-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-Premises Sign (MELODY HEARING CLINIC).,6560 - 28 AVENUE NW,Plan 8220154 Blk 5 Lot 4,6720,TAWA,Karhiio Ward,,3,53.45958217207449,-113.43158872735658,,"{'type': 'Point', 'coordinates': [-113.43158872735658, 53.45958217207449]}",,DC2,2021-12-01T00:00:00.000
414913111-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-Premises Sign (RELIEVE PHYSIOTHERAPY AND WELLNESS CLINIC),2307C - 90B STREET SW,Condo Common Area (Plan 1524418),6213,SUMMERSIDE,Karhiio Ward,,3,53.41225905133318,-113.47941476434355,,"{'type': 'Point', 'coordinates': [-113.47941476434355, 53.41225905133318]}",,EIB,2021-11-25T00:00:00.000
406105532-002,Major Development Permit,Discretionary Development,Approved,To construct an Animal Hospital and Shelters building (West Med Clinic).,13940 - 164 STREET NW,Plan 2220780 Blk 8 Lot 4,4320,MISTATIM INDUSTRIAL,Anirniq Ward,,6,53.60111028578502,-113.60740691230959,,"{'type': 'Point', 'coordinates': [-113.60740691230959, 53.60111028578502]}",Industrial,IB,2021-11-25T00:00:00.000
414844090-002,Major Development Permit,Permitted Development,Approved,To change the Use from a Minor Eating and Drinking Establishment to a General Retail Store and Health Service (pharmacy and medical clinic).,8906 - 149 STREET NW,Plan 9621254 Blk 2 Lot 25,4230,JASPER PARK,sipiwiyiniwak Ward,,3,53.521434130337724,-113.57850025072378,,"{'type': 'Point', 'coordinates': [-113.57850025072378, 53.521434130337724]}",Redeveloping,DC2,2021-11-24T00:00:00.000
413220682-002,Major Development Permit,Discretionary Development,Approved,To change the use from Personal Service Shop to Veterinary Service and to construct interior alterations (Mill Woods East Vet Clinic expansion),2322 - 24 STREET NW,Plan 0424871 Blk 28 Lot 1,6442,SILVER BERRY,Sspomitapi Ward,,3,53.454959009753466,-113.3796233871623,,"{'type': 'Point', 'coordinates': [-113.3796233871623, 53.454959009753466]}",Redeveloping,CG,2021-11-23T00:00:00.000
